split,method,attack,seeds,accepted_mean,accepted_lower95,accepted_upper95,operational_harm_mean,operational_harm_lower95,operational_harm_upper95,declared_harm_mean,declared_harm_lower95,declared_harm_upper95,harmful_escape_mean,harmful_escape_lower95,harmful_escape_upper95,population_harm_mean,population_harm_lower95,population_harm_upper95,population_escape_mean,population_escape_lower95,population_escape_upper95,score_gate_accepted_mean,score_gate_accepted_lower95,score_gate_accepted_upper95,score_gate_escape_mean,score_gate_escape_lower95,score_gate_escape_upper95,score_gate_population_escape_mean,score_gate_population_escape_lower95,score_gate_population_escape_upper95,declared_harmful_escape_mean,declared_harmful_escape_lower95,declared_harmful_escape_upper95,false_rejection_mean,false_rejection_lower95,false_rejection_upper95,candidate_balanced_accuracy_mean,candidate_balanced_accuracy_lower95,candidate_balanced_accuracy_upper95,installed_balanced_accuracy_mean,installed_balanced_accuracy_lower95,installed_balanced_accuracy_upper95,paired_accuracy_gain_mean,paired_accuracy_gain_lower95,paired_accuracy_gain_upper95,paired_audit_risk_reduction_mean,paired_audit_risk_reduction_lower95,paired_audit_risk_reduction_upper95,append_succeeded_mean,append_succeeded_lower95,append_succeeded_upper95,serving_bytes_verified_mean,serving_bytes_verified_lower95,serving_bytes_verified_upper95,risk_consumed_mean,risk_consumed_lower95,risk_consumed_upper95,probe_consumed_mean,probe_consumed_lower95,probe_consumed_upper95,competing_fixation_blocked_mean,competing_fixation_blocked_lower95,competing_fixation_blocked_upper95,eligible_subset_blocked_mean,eligible_subset_blocked_lower95,eligible_subset_blocked_upper95,witness_quorum_met_mean,witness_quorum_met_lower95,witness_quorum_met_upper95,event_chain_valid_mean,event_chain_valid_lower95,event_chain_valid_upper95,certificate_issue_ms_mean,certificate_issue_ms_lower95,certificate_issue_ms_upper95,protocol_e2e_ms_mean,protocol_e2e_ms_lower95,protocol_e2e_ms_upper95,certificate_issue_ms_p50,certificate_issue_ms_p95,protocol_e2e_ms_p50,protocol_e2e_ms_p95,beneficial_cases,conditional_false_rejection_rate
blocked,CoordinateMedian,model_replacement,20,0.7,0.4810232237710206,0.854524726031006,0.05,0.008881219432873136,0.23613589351256675,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.7,0.4810232237710206,0.854524726031006,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5087051282051283,0.4978962820785527,0.5195139743317039,0.509457264957265,0.4987444140403343,0.5201701158741956,0.0007521367521367478,-0.0018929351669104096,0.0033972086711839054,0.0108993359942475,0.0011741790446031034,0.020624492943891896,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2314.80521065,2283.9576907433056,2345.652730556694,4652.661783650001,4578.032117381932,4727.29144991807,2314.4742425000004,2400.1755186,4607.9407855,4903.80216405,14,0.0
blocked,FLShield,model_replacement,20,0.4,0.21880396741419272,0.613422057684794,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.4,0.21880396741419272,0.613422057684794,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5228119658119658,0.5099699808395629,0.5356539507843686,0.5146666666666666,0.504026114359092,0.5253072189742413,-0.008145299145299146,-0.015583446321042933,-0.0007071519695553584,0.0109103424568525,0.004629773925886774,0.017190910987818227,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2295.16240485,2247.6952708244485,2342.629538875551,4622.89997375,4550.544738604241,4695.255208895759,2277.495187,2447.58218355,4610.298025,4879.73008885,8,0.0
blocked,FLTrust,model_replacement,20,0.0,0.0,0.16113012549493322,1.0,0.8388698745050667,1.0,0.7,0.4810232237710206,0.854524726031006,0.0,0.0,0.16113012549493322,0.25,0.11186005278940309,0.4687050099580636,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5011153846153846,0.4999044859691065,0.5023262832616627,0.5257478632478633,0.5042953566997065,0.54720036979602,0.02463247863247865,0.0028590737397862463,0.046405883525171054,0.353848564787125,0.3402479423962212,0.3674491871780288,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2309.75415995,2274.1324543957285,2345.3758655042716,4655.710528849999,4592.272564816105,4719.148492883893,2312.9469405,2426.42660435,4605.711221,4858.18819055,0,
blocked,FedAvg,model_replacement,20,0.1,0.027865893984153206,0.30103820641179335,0.85,0.6395767041130426,0.9476322080405041,0.2,0.0806563532712,0.41602172202575993,0.0,0.0,0.16113012549493322,0.2,0.0806563532712,0.41602172202575993,0.0,0.0,0.16113012549493322,0.1,0.027865893984153206,0.30103820641179335,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.48272222222222216,0.4641940564240272,0.5012503880204171,0.5127008547008548,0.49818272841849226,0.5272189809832173,0.029978632478632482,0.006355240450786389,0.05360202450647858,0.2391728224483725,0.16312419893369207,0.31522144596305296,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2294.4094962,2246.7569827909556,2342.0620096090443,4650.9892686,4571.151444267262,4730.827092932738,2289.0789065,2456.48168905,4648.5525195,4931.5839431,2,0.0
blocked,FedVal,model_replacement,20,0.15,0.05236779195949584,0.36042329588695743,0.55,0.3420820083075997,0.7418049791429071,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.15,0.05236779195949584,0.36042329588695743,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.49756837606837595,0.4829161640217374,0.5122205881150145,0.5150726495726496,0.5017944904007569,0.5283508087445424,0.017504273504273516,0.002011419666238027,0.032997127342309,0.06290962653580749,0.03710418758104282,0.08871506549057216,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2244.3464513999998,2194.5227567786656,2294.170146021334,4539.606933749999,4477.978830784355,4601.235036715644,2237.808814,2382.82105545,4552.232126499999,4740.6297899500005,3,0.0
blocked,FoundationFL,model_replacement,20,0.4,0.21880396741419272,0.613422057684794,0.55,0.3420820083075997,0.7418049791429071,0.15,0.05236779195949584,0.36042329588695743,0.0,0.0,0.16113012549493322,0.15,0.05236779195949584,0.36042329588695743,0.0,0.0,0.16113012549493322,0.4,0.21880396741419272,0.613422057684794,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.47140598290598296,0.45368492429557605,0.48912704151638986,0.49889743589743596,0.49229669174665747,0.5054981800482145,0.027491452991452992,0.007665120861345281,0.04731778512156071,0.16017544177688497,0.052534411622537816,0.26781647193123215,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2335.2396380500004,2298.736511608496,2371.7427644915047,4687.0234428,4622.338343915241,4751.708541684759,2335.8598700000002,2450.2754720499997,4669.506184,4898.28987365,8,0.0
blocked,Krum,model_replacement,20,0.45,0.25819502085709295,0.6579179916924003,0.15,0.05236779195949584,0.36042329588695743,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.65,0.43285051021946463,0.8188104521320554,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5253418803418803,0.5112606843553319,0.5394230763284288,0.5132435897435897,0.5039099487763188,0.5225772307108607,-0.0120982905982906,-0.025088477381598466,0.0008918961850172651,0.0156928520273525,0.003010819585463266,0.028374884469241732,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2307.5993049499994,2249.1873870462323,2366.0112228537664,4640.66173705,4553.690598249258,4727.632875850742,2311.8488260000004,2482.43339595,4609.45786,4934.86760125,9,0.0
blocked,CoordinateMedian,none,20,0.5,0.2992949144298199,0.7007050855701801,0.05,0.008881219432873136,0.23613589351256675,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5,0.2992949144298199,0.7007050855701801,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5127564102564102,0.5046033773944909,0.5209094431183294,0.5162564102564102,0.49797241070045717,0.5345404098123633,0.0035000000000000005,-0.012381952286911503,0.019381952286911502,0.0083076599036875,0.0022039920872519393,0.01441132772012306,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2281.9131613500003,2245.6094637192946,2318.216858980706,4608.3916798499995,4550.252448283933,4666.530911416066,2283.043545,2367.22383395,4622.056151000001,4829.2399421,10,0.0
blocked,FLShield,none,20,1.0,0.8388698745050667,1.0,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,1.0,0.8388698745050667,1.0,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5008547008547009,0.4982782266756404,0.5034311750337613,0.5008547008547009,0.4982782266756404,0.5034311750337613,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2313.50401785,2270.077604550768,2356.930431149232,4666.1430437,4605.2457939367705,4727.040293463229,2322.8827595000002,2435.42762405,4662.5927795,4914.72290815,20,0.0
blocked,FLTrust,none,20,0.0,0.0,0.16113012549493322,1.0,0.8388698745050667,1.0,0.8,0.5839782779742401,0.9193436467288,0.0,0.0,0.16113012549493322,0.6,0.3865779423152061,0.7811960325858074,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.0,0.0,0.16113012549493322,0.5006538461538461,0.5000218673411541,0.5012858249665382,0.5257478632478633,0.5042953566997065,0.54720036979602,0.025094017094017113,0.003494165478034876,0.04669386870999935,0.373667374564965,0.3589270588609986,0.3884076902689314,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,1.0,0.8388698745050667,1.0,2372.20382535,2328.539388423422,2415.8682622765778,4731.66947685,4653.850368804081,4809.488584895919,2348.9043245000003,2523.66857745,4711.1312945,5008.50964705,0,
