seed,method,attack,accepted,commit_delta,audit_delta,operational_harm,declared_harm,harmful_escape,declared_harmful_escape,beneficial,false_rejection,before_balanced_accuracy,candidate_balanced_accuracy,installed_balanced_accuracy,receipt_decision,receipt_delta,receipt_hash,append_succeeded,append_attempts,append_successes,installed_candidate,installed_model_version,serving_bytes_verified,risk_consumed,probe_consumed,competing_fixation_blocked,witness_faults_injected,witness_signatures,witness_threshold,witness_quorum_met,event_chain_valid,protocol_event_count,catalog_leaves,certificate_issue_ms,protocol_e2e_ms
2,FLShield,sign_flip,1,-0.004382198517789474,-0.003618658687975,0,0,0,0,1,0,0.5315501046125832,0.538268946258021,0.538268946258021,commit,-0.004382198517789474,2624c7fccf4ed42c9a6cb2aebecd0506b131f9a141391fe9ba0855c0a0d4ef96,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2037.070426,4002.653972
2,FedAvg,model_replacement,0,0.3147510531038684,0.3090728815814,1,0,0,0,0,0,0.5315501046125832,0.44192907354395916,0.5315501046125832,reject,0.3147510531038684,0b5090286d30850aeb4af828c02c6e7c068e56749d88c7e06084a06665b7ca23,1,1,1,0,0,1,1,1,1,1,3,3,1,1,9,1,2026.208763,3999.377544
2,CoordinateMedian,model_replacement,1,-0.007137231881236842,-0.006259580881875,0,0,0,0,1,0,0.5315501046125832,0.5197056840962611,0.5197056840962611,commit,-0.007137231881236842,3f5116fd102a6aea76238a3989afcdd1860b0c451e9c7aa3c7b5257ad84dc0ca,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2049.309624,4122.421859
2,Krum,model_replacement,1,-0.016086386334447367,-0.014410067428025,0,0,0,0,1,0,0.5315501046125832,0.5547136941810892,0.5547136941810892,commit,-0.016086386334447367,4b4f899944d356f805f5619b7fb15613dcd1193476485eb19f4b1733d2591fa7,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2037.03722,4039.367488
2,FLTrust,model_replacement,1,-0.00017769678315789474,-5.878649255e-05,0,0,0,0,1,0,0.5315501046125832,0.536058513013105,0.536058513013105,commit,-0.00017769678315789474,6e4b1a049dab2c181bf92cba7d8ac7717590864d844d5e3dae54be29fb3c8dd4,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2014.343716,4020.122651
2,FedVal,model_replacement,0,0.012573238827447368,0.012517185903575,0,0,0,0,0,0,0.5315501046125832,0.5157269042554122,0.5315501046125832,reject,0.012573238827447368,0d4e793f21f85c658b53e561f8dcea52a1e374db382df7f773c33ef7ba25ed1d,1,1,1,0,0,1,1,1,1,1,3,3,1,1,9,1,2002.684613,4014.045167
2,FLShield,model_replacement,1,-0.004563108722263158,-0.003835384113575,0,0,0,0,1,0,0.5315501046125832,0.5378268596090379,0.5378268596090379,commit,-0.004563108722263158,3e65a3208d375b9326bfc79d242ab174a95f501324cf21ea62e9aa1d6746e58e,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2010.716195,3955.409731
3,FedAvg,none,1,-0.00044250221107894734,-0.003068191187675,0,0,0,0,1,0,0.5133957375336686,0.519356226252778,0.519356226252778,commit,-0.00044250221107894734,5be030fbe4beaa872802d119c70e9c357018b5dc144cfaa02adabeca7b366e04,1,2,2,1,1,1,1,1,1,1,3,3,1,1,9,1,2239.220677,5101.086044
3,CoordinateMedian,none,1,-0.0027292629158421054,-0.0057422339126,0,0,0,0,1,0,0.5133957375336686,0.5216861423757976,0.5216861423757976,commit,-0.0027292629158421054,7ca1d6f239665bca4fb002e55cf519318bb76142be9f2e48e00e14d5444dd33e,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2359.61919,4503.306063
3,Krum,none,1,-0.005317431397473684,-0.0082905751332,0,0,0,0,1,0,0.5133957375336686,0.5257826981964913,0.5257826981964913,commit,-0.005317431397473684,f55e1a2948a178b996a629347f19be9997a14e1213b003e1ee8cd2ec8fcf5824,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2170.36463,4298.122457
3,FLTrust,none,1,-0.0010156546253421053,-0.00038310353,0,0,0,0,1,0,0.5133957375336686,0.5133957375336686,0.5133957375336686,commit,-0.0010156546253421053,58273581f7a02162683927d228d089b8933b87153bc16e09cb85cf2386f62231,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2203.27724,4281.319046
3,FedVal,none,1,-0.008652801922263158,-0.007109778132475,0,0,0,0,1,0,0.5133957375336686,0.4929129584301998,0.4929129584301998,commit,-0.008652801922263158,53ff0932831f8c78d1edc899f3c049bc26f54bb604727d3e2ae7f934e172ea22,1,1,1,1,1,1,1,1,1,1,3,3,1,1,9,1,2216.907641,4460.304881
3,FLShield,none,0,0.002909023735868421,0.0014813217687,0,0,0,0,0,0,0.5133957375336686,0.5206568827258482,0.5133957375336686,reject,0.002909023735868421,f191ebb364fe2681b8ead41109b087b4f2aa11170144da4e372ed087392bea4a,1,1,1,0,0,1,1,1,1,1,3,3,1,1,9,1,2197.490165,4373.619279
